,name_dk_wk4,position_dk_wk4,team_draft_wk4,opponent_fd_wk4,salary_dk_wk4,salary_fd_wk4,salary_draft_wk4,fd_adj_wk4,draft_adj_wk4,adj_fd-dk_wk4,adj_draft-dk_wk4,fd-dk_wk4,draft-dk_wk4,draft-fd_wk4,ppg_draft_wk4,ppg_dk_wk4,ppg_fd_wk4,ppg_diff_wk4
518,Marcell Ateman,,,IND,,4500.0,,3750.0,,,,,,,,,4.8,
519,Chad Williams,,,OAK,,4500.0,,3750.0,,,,,,,,,3.2,
520,David Sills V,,,WAS,,4500.0,,3750.0,,,,,,,,,0.0,
521,Cody Thompson,,,DET,,4500.0,,3750.0,,,,,,,,,0.0,
522,Brandon Powell,,,TEN,,4500.0,,3750.0,,,,,,,,,3.1,
523,Detrez Newsome,,,MIA,,4500.0,,3750.0,,,,,,,,,2.6,
524,Jalen Harvey,,,ARI,,4500.0,,3750.0,,,,,,,,,0.0,
525,Deontez Alexander,,,KC,,4500.0,,3750.0,,,,,,,,,0.0,
526,Steven Mitchell Jr.,,,CAR,,4500.0,,3750.0,,,,,,,,,0.0,
527,Christopher Ezeala,,,CLE,,4500.0,,3750.0,,,,,,,,,0.0,
528,Cam Sims,,,NYG,,4500.0,,3750.0,,,,,,,,,0.0,
529,Damarea Crockett,,,IND,,4500.0,,3750.0,,,,,,,,,0.0,
530,Shelton Gibson,,,BAL,,4500.0,,3750.0,,,,,,,,,1.3,
531,Terry Wright,,,ARI,,4500.0,,3750.0,,,,,,,,,0.0,
532,Christian Blake,,,TEN,,4500.0,,3750.0,,,,,,,,,0.0,
533,Andre Patton,,,MIA,,4500.0,,3750.0,,,,,,,,,0.0,
534,De'Lance Turner,,,CLE,,4500.0,,3750.0,,,,,,,,,1.5,
535,Tyron Johnson,,,CAR,,4500.0,,3750.0,,,,,,,,,0.0,
536,DeAndrew White,,,HOU,,4500.0,,3750.0,,,,,,,,,0.0,
537,Papi White,,,ATL,,4500.0,,3750.0,,,,,,,,,0.0,
538,Jazz Ferguson,,,ARI,,4500.0,,3750.0,,,,,,,,,0.0,
539,Sean Modster,,,CLE,,4500.0,,3750.0,,,,,,,,,0.0,
540,Derrick Willies,,,BAL,,4500.0,,3750.0,,,,,,,,,7.6,
541,Parker Baldwin,,,TEN,,4500.0,,3750.0,,,,,,,,,0.0,
542,Khalfani Muhammad,,,JAC,,4500.0,,3750.0,,,,,,,,,0.0,
543,Jonathan Duhart,,,KC,,4500.0,,3750.0,,,,,,,,,0.0,
544,Jehu Chesson,,,NYG,,4500.0,,3750.0,,,,,,,,,0.2,
545,Antoine Wesley,,,CLE,,4500.0,,3750.0,,,,,,,,,0.0,
546,Chris Lacy,,,KC,,4500.0,,3750.0,,,,,,,,,0.0,
547,Davion Davis,,,CHI,,4500.0,,3750.0,,,,,,,,,0.0,
548,Brandon Dillon,,,CHI,,4500.0,,3750.0,,,,,,,,,0.0,
549,Quinton Flowers,,,OAK,,4500.0,,3750.0,,,,,,,,,0.0,
550,Marcus Marshall,,,DET,,4500.0,,3750.0,,,,,,,,,0.0,
551,Reggie White Jr.,,,WAS,,4500.0,,3750.0,,,,,,,,,0.0,
552,Thomas Ives,,,MIN,,4500.0,,3750.0,,,,,,,,,0.0,
553,Emanuel Hall,,,LAR,,4500.0,,3750.0,,,,,,,,,0.0,
554,Dillon Mitchell,,,CHI,,4500.0,,3750.0,,,,,,,,,0.0,
555,Stephen Carlson,,,BAL,,4500.0,,3750.0,,,,,,,,,0.0,
556,Ashton Dulin,,,OAK,,4500.0,,3750.0,,,,,,,,,0.0,
557,Artavis Scott,,,MIA,,4500.0,,3750.0,,,,,,,,,0.0,
558,Cody Hollister,,,ATL,,4500.0,,3750.0,,,,,,,,,0.0,
559,Tony Brooks-James,,,LAR,,4500.0,,3750.0,,,,,,,,,0.0,
560,Alfred Blue,,,DEN,,4500.0,,3750.0,,,,,,,,,5.5,
561,Hakeem Butler,,,SEA,,4500.0,,3750.0,,,,,,,,,0.0,
562,Mark Thompson,,,CLE,,4500.0,,3750.0,,,,,,,,,0.0,
563,Elijah Holyfield,,,HOU,,4500.0,,3750.0,,,,,,,,,0.0,
564,Karan Higdon Jr.,,,CAR,,4500.0,,3750.0,,,,,,,,,0.0,
565,Ryan Nall,,,MIN,,4500.0,,3750.0,,,,,,,,,0.0,
566,Khari Blasingame,,,CHI,,4500.0,,3750.0,,,,,,,,,0.0,
567,Jacob Hollister,,,ARI,,4500.0,,3750.0,,,,,,,,,3.6,
568,Tim Patrick,,,JAC,,4500.0,,3750.0,,,,,,,,,4.9,
569,Kalif Raymond,,,ATL,,4500.0,,3750.0,,,,,,,,,0.0,
570,Logan Tago,,,ARI,,4500.0,,3750.0,,,,,,,,,0.0,
571,Wes Hills,,,SEA,,4500.0,,3750.0,,,,,,,,,0.0,
572,Bruce Anderson III,,,OAK,,4500.0,,3750.0,,,,,,,,,0.0,
573,Michael Walker,,,DEN,,4500.0,,3750.0,,,,,,,,,0.0,
574,Jason Moore,,,MIA,,4500.0,,3750.0,,,,,,,,,0.0,
575,Fred Brown,,,JAC,,4500.0,,3750.0,,,,,,,,,0.0,
576,Dalyn Dawkins,,,ATL,,4500.0,,3750.0,,,,,,,,,0.0,
577,Jon Hilliman,,,WAS,,4500.0,,3750.0,,,,,,,,,0.0,
578,Jayson Stanley,,,TEN,,4500.0,,3750.0,,,,,,,,,0.0,
579,Christian Wade,,,NE,,4500.0,,3750.0,,,,,,,,,0.0,
580,Tom Kennedy,,,KC,,4500.0,,3750.0,,,,,,,,,0.0,
581,Craig Reynolds,,,NYG,,4500.0,,3750.0,,,,,,,,,0.0,
582,John Kelly,,,TB,,4500.0,,3750.0,,,,,,,,,3.7,
583,Caleb Wilson,,,SEA,,4000.0,,3333.0,,,,,,,,,0.0,
584,Eric Saubert,,,IND,,4000.0,,3333.0,,,,,,,,,1.5,
585,Parker Hesse,,,ATL,,4000.0,,3333.0,,,,,,,,,0.0,
586,Jerome Cunningham,,,KC,,4000.0,,3333.0,,,,,,,,,0.0,
587,Dwayne Allen,,,LAC,,4000.0,,3333.0,,,,,,,,,1.4,
588,Charles Jones,,,DEN,,4000.0,,3333.0,,,,,,,,,0.0,
589,Kendall Blanton,,,TB,,4000.0,,3333.0,,,,,,,,,0.0,
590,Stephen Anderson,,,MIA,,4000.0,,3333.0,,,,,,,,,0.0,
591,Charles Scarff,,,CLE,,4000.0,,3333.0,,,,,,,,,0.0,
592,Chris Myarick,,,LAC,,4000.0,,3333.0,,,,,,,,,0.0,
593,C.J. Conrad,,,WAS,,4000.0,,3333.0,,,,,,,,,0.0,
594,Temarrick Hemingway,,,HOU,,4000.0,,3333.0,,,,,,,,,0.0,
595,Isaac Nauta,,,KC,,4000.0,,3333.0,,,,,,,,,0.0,
596,Jake Butt,,,JAC,,4000.0,,3333.0,,,,,,,,,4.2,
597,Jordan Leggett,,,LAR,,4000.0,,3333.0,,,,,,,,,1.9,
598,Nate Becker,,,NE,,4000.0,,3333.0,,,,,,,,,0.0,
599,Matt Sokol,,,MIA,,4000.0,,3333.0,,,,,,,,,0.0,
600,Jesper Horsted,,,MIN,,4000.0,,3333.0,,,,,,,,,0.0,
