,name_dk_wk4,position_dk_wk4,team_draft_wk4,opponent_fd_wk4,salary_dk_wk4,salary_fd_wk4,salary_draft_wk4,fd_adj_wk4,draft_adj_wk4,adj_fd-dk_wk4,adj_draft-dk_wk4,fd-dk_wk4,draft-dk_wk4,draft-fd_wk4,ppg_draft_wk4,ppg_dk_wk4,ppg_fd_wk4,ppg_diff_wk4
151,Trace McSorley,QB,Ravens,CLE,4000.0,6000.0,10000.0,5000.0,5000.0,1000.0,1000.0,2000.0,6000.0,4000.0,0.0,0.0,0.0,0.0
152,Will Grier,QB,Panthers,HOU,4000.0,6000.0,10000.0,5000.0,5000.0,1000.0,1000.0,2000.0,6000.0,4000.0,0.0,0.0,0.0,0.0
153,Alex McGough,QB,Texans,CAR,4000.0,6000.0,10000.0,5000.0,5000.0,1000.0,1000.0,2000.0,6000.0,4000.0,0.0,0.0,0.0,0.0
154,Chad Kelly,QB,Colts,OAK,4000.0,6000.0,10000.0,5000.0,5000.0,1000.0,1000.0,2000.0,6000.0,4000.0,0.0,0.0,-0.1,0.1
155,DeShone Kizer,QB,Raiders,IND,4000.0,6000.0,10000.0,5000.0,5000.0,1000.0,1000.0,2000.0,6000.0,4000.0,0.0,0.0,2.5,-2.5
156,Nyheim Hines,RB,Colts,OAK,4000.0,4800.0,7800.0,4000.0,3900.0,0.0,-100.0,800.0,3800.0,3000.0,4.66,4.67,3.3,1.37
157,Jalen Richard,RB,Raiders,IND,4000.0,5000.0,7300.0,4167.0,3650.0,167.0,-350.0,1000.0,3300.0,2300.0,2.9,2.9,2.1,0.7999999999999998
158,Eric Ebron,TE,Colts,OAK,4000.0,5300.0,7800.0,4417.0,3900.0,417.0,-100.0,1300.0,3800.0,2500.0,7.0,7.0,5.8,1.2000000000000002
159,Easton Stick,QB,Chargers,MIA,4000.0,6000.0,10000.0,5000.0,5000.0,1000.0,1000.0,2000.0,6000.0,4000.0,0.0,0.0,0.0,0.0
160,Albert Wilson,WR,Dolphins,LAC,4000.0,4600.0,8500.0,3833.0,4250.0,-167.0,250.0,600.0,4500.0,3900.0,3.4,3.4,2.4,1.0
161,Alex Tanney,QB,Giants,WAS,4000.0,6000.0,10000.0,5000.0,5000.0,1000.0,1000.0,2000.0,6000.0,4000.0,0.0,0.0,0.0,0.0
162,C.J. Prosise,RB,Seahawks,ARI,4000.0,4800.0,7800.0,4000.0,3900.0,0.0,-100.0,800.0,3800.0,3000.0,4.76,4.77,5.2,-0.4300000000000006
163,Ryan Griffin,QB,Buccaneers,LAR,4000.0,6000.0,10000.0,5000.0,5000.0,1000.0,1000.0,2000.0,6000.0,4000.0,0.0,0.0,0.0,0.0
164,Chris Conley,WR,Jaguars,DEN,4000.0,5100.0,7800.0,4250.0,3900.0,250.0,-100.0,1100.0,3800.0,2700.0,12.66,12.67,10.7,1.9700000000000006
165,Danny Amendola,WR,Lions,KC,3900.0,4900.0,7100.0,4083.0,3550.0,183.0,-350.0,1000.0,3200.0,2200.0,11.36,11.37,8.5,2.869999999999999
166,Preston Williams,WR,Dolphins,LAC,3900.0,5200.0,7700.0,4333.0,3850.0,433.0,-50.0,1300.0,3800.0,2500.0,10.83,10.83,9.0,1.83
167,O.J. Howard,TE,Buccaneers,LAR,3900.0,5900.0,7200.0,4917.0,3600.0,1017.0,-300.0,2000.0,3300.0,1300.0,5.26,5.27,5.7,-0.4300000000000006
168,Alexander Mattison,RB,Vikings,CHI,3900.0,4900.0,7100.0,4083.0,3550.0,183.0,-350.0,1000.0,3200.0,2200.0,6.4,6.4,6.4,0.0
169,Hunter Renfrow,WR,Raiders,IND,3800.0,4900.0,8000.0,4083.0,4000.0,283.0,200.0,1100.0,4200.0,3100.0,5.36,5.37,3.9,1.4700000000000002
170,Kalen Ballage,RB,Dolphins,LAC,3800.0,4900.0,8000.0,4083.0,4000.0,283.0,200.0,1100.0,4200.0,3100.0,2.7,2.7,2.2,0.5
171,Chargers,DST,Chargers,MIA,3800.0,5300.0,7100.0,4417.0,3550.0,617.0,-250.0,1500.0,3300.0,1800.0,4.66,4.67,4.7,-0.03000000000000025
172,Trey Burton,TE,Bears,MIN,3800.0,4900.0,7400.0,4083.0,3700.0,283.0,-100.0,1100.0,3600.0,2500.0,2.5,4.25,2.8,1.4500000000000002
173,Dion Lewis,RB,Titans,ATL,3700.0,4900.0,7300.0,4083.0,3650.0,383.0,-50.0,1200.0,3600.0,2400.0,3.23,3.23,2.4,0.8300000000000001
174,Ito Smith,RB,Falcons,TEN,3700.0,4800.0,7400.0,4000.0,3700.0,300.0,0.0,1100.0,3700.0,2600.0,3.83,3.83,3.3,0.5300000000000002
175,A.J. Brown,WR,Titans,ATL,3700.0,4700.0,8200.0,3917.0,4100.0,217.0,400.0,1000.0,4500.0,3500.0,7.63,7.63,5.5,2.13
176,T.J. Yeldon,RB,Bills,NE,3700.0,4600.0,7300.0,3833.0,3650.0,133.0,-50.0,900.0,3600.0,2700.0,1.96,1.97,3.9,-1.93
177,Patriots,DST,Patriots,BUF,3700.0,4800.0,6400.0,4000.0,3200.0,300.0,-500.0,1100.0,2700.0,1600.0,20.33,19.33,20.3,-0.9700000000000024
178,Jack Doyle,TE,Colts,OAK,3700.0,5200.0,7800.0,4333.0,3900.0,633.0,200.0,1500.0,4100.0,2600.0,5.23,5.23,4.1,1.1300000000000008
179,Paul Richardson Jr.,WR,Redskins,NYG,3700.0,4700.0,7300.0,3917.0,3650.0,217.0,-50.0,1000.0,3600.0,2600.0,9.1,13.5,11.0,2.5
180,Malik Turner,WR,Seahawks,ARI,3700.0,4600.0,8000.0,3833.0,4000.0,133.0,300.0,900.0,4300.0,3400.0,4.1,4.1,4.9,-0.8000000000000007
181,Taylor Gabriel,WR,Bears,MIN,3700.0,4800.0,8200.0,4000.0,4100.0,300.0,400.0,1100.0,4500.0,3400.0,3.95,13.37,11.9,1.4699999999999989
182,Anthony Miller,WR,Bears,MIN,3700.0,5200.0,7300.0,4333.0,3650.0,633.0,-50.0,1500.0,3600.0,2100.0,0.6,1.23,0.9,0.32999999999999996
183,Jaguars,DST,Jaguars,DEN,3700.0,4700.0,6700.0,3917.0,3350.0,217.0,-350.0,1000.0,3000.0,2000.0,6.33,6.33,6.3,0.03000000000000025
184,Gus Edwards,RB,Ravens,CLE,3600.0,5300.0,6500.0,4417.0,3250.0,817.0,-350.0,1700.0,2900.0,1200.0,5.16,5.17,4.8,0.3700000000000001
185,J.J. Nelson,WR,Raiders,IND,3600.0,5200.0,7000.0,4333.0,3500.0,733.0,-100.0,1600.0,3400.0,1800.0,6.8,6.8,11.6,-4.8
186,Cody Latimer,WR,Giants,WAS,3600.0,5000.0,7100.0,4167.0,3550.0,567.0,-50.0,1400.0,3500.0,2100.0,8.2,8.2,6.7,1.4999999999999991
187,Giants,DST,Giants,WAS,3600.0,3800.0,5400.0,3167.0,2700.0,-433.0,-900.0,200.0,1800.0,1600.0,1.0,1.67,1.7,-0.030000000000000027
188,Chase Edmonds,RB,Cardinals,SEA,3600.0,4700.0,7100.0,3917.0,3550.0,317.0,-50.0,1100.0,3500.0,2400.0,2.56,2.57,2.1,0.46999999999999975
189,Will Dissly,TE,Seahawks,ARI,3600.0,5400.0,6800.0,4500.0,3400.0,900.0,-200.0,1800.0,3200.0,1400.0,14.13,14.13,12.1,2.030000000000001
190,Cordarrelle Patterson,WR,Bears,MIN,3600.0,4500.0,7000.0,3750.0,3500.0,150.0,-100.0,900.0,3400.0,2500.0,3.05,3.03,2.7,0.3299999999999996
191,DaeSean Hamilton,WR,Broncos,JAC,3600.0,5000.0,7100.0,4167.0,3550.0,567.0,-50.0,1400.0,3500.0,2100.0,2.0,2.0,2.0,0.0
192,Qadree Ollison,RB,Falcons,TEN,3500.0,4700.0,7000.0,3917.0,3500.0,417.0,0.0,1200.0,3500.0,2300.0,0.0,0.0,0.0,0.0
193,Dontrell Hilliard,RB,Browns,BAL,3500.0,4800.0,6500.0,4000.0,3250.0,500.0,-250.0,1300.0,3000.0,1700.0,4.4,4.4,8.3,-3.9000000000000004
194,Justice Hill,RB,Ravens,CLE,3500.0,4500.0,7000.0,3750.0,3500.0,250.0,0.0,1000.0,3500.0,2500.0,1.73,1.73,1.6,0.1299999999999999
195,Damion Ratley,WR,Browns,BAL,3500.0,4500.0,6200.0,3750.0,3100.0,250.0,-400.0,1000.0,2700.0,1700.0,5.43,5.43,4.3,1.13
196,Jakobi Meyers,WR,Patriots,BUF,3500.0,4500.0,6200.0,3750.0,3100.0,250.0,-400.0,1000.0,2700.0,1700.0,4.5,4.5,3.8,0.7000000000000002
197,Ben Watson,TE,Patriots,BUF,3500.0,4000.0,6500.0,3333.0,3250.0,-167.0,-250.0,500.0,3000.0,2500.0,0.0,0.0,5.3,-5.3
198,Jakeem Grant,WR,Dolphins,LAC,3500.0,4500.0,6900.0,3750.0,3450.0,250.0,-50.0,1000.0,3400.0,2400.0,3.86,3.87,2.2,1.67
199,Bennie Fowler III,WR,Giants,WAS,3500.0,4700.0,7500.0,3917.0,3750.0,417.0,250.0,1200.0,4000.0,2800.0,7.53,7.53,5.7,1.83
200,Darrell Henderson Jr.,RB,Rams,TB,3500.0,4700.0,6300.0,3917.0,3150.0,417.0,-350.0,1200.0,2800.0,1600.0,0.0,0.0,0.0,0.0
201,Rams,DST,Rams,TB,3500.0,4300.0,6700.0,3583.0,3350.0,83.0,-150.0,800.0,3200.0,2400.0,8.66,8.67,8.7,-0.02999999999999936
202,Kyle Rudolph,TE,Vikings,CHI,3500.0,4600.0,6500.0,3833.0,3250.0,333.0,-250.0,1100.0,3000.0,1900.0,2.0,2.0,1.3,0.7
203,Keelan Cole,WR,Jaguars,DEN,3500.0,4500.0,7000.0,3750.0,3500.0,250.0,0.0,1000.0,3500.0,2500.0,0.0,0.0,5.4,-5.4
204,Rashard Higgins,WR,Browns,BAL,3400.0,4500.0,6200.0,3750.0,3100.0,350.0,-300.0,1100.0,2800.0,1700.0,6.6,6.6,5.6,1.0
205,Chris Moore,WR,Ravens,CLE,3400.0,4700.0,6300.0,3917.0,3150.0,517.0,-250.0,1300.0,2900.0,1600.0,0.0,0.0,2.5,-2.5
206,Jordan Reed,TE,Redskins,NYG,3400.0,4500.0,6700.0,3750.0,3350.0,350.0,-50.0,1100.0,3300.0,2200.0,0.0,0.0,7.1,-7.1
207,Vernon Davis,TE,Redskins,NYG,3400.0,5100.0,7200.0,4250.0,3600.0,850.0,200.0,1700.0,3800.0,2100.0,10.9,8.93,7.4,1.5299999999999994
208,Michael Crabtree,WR,Cardinals,SEA,3400.0,4500.0,6600.0,3750.0,3300.0,350.0,-100.0,1100.0,3200.0,2100.0,3.1,3.1,2.1,1.0
209,David Moore,WR,Seahawks,ARI,3400.0,4800.0,6700.0,4000.0,3350.0,600.0,-50.0,1400.0,3300.0,1900.0,3.9,3.9,3.4,0.5
210,Jaron Brown,WR,Seahawks,ARI,3400.0,4500.0,6700.0,3750.0,3350.0,350.0,-50.0,1100.0,3300.0,2200.0,2.0,2.0,4.5,-2.5
211,Dare Ogunbowale,RB,Buccaneers,LAR,3400.0,4500.0,6600.0,3750.0,3300.0,350.0,-100.0,1100.0,3200.0,2100.0,4.83,4.83,3.5,1.33
212,Javon Wims,WR,Bears,MIN,3400.0,4500.0,6700.0,3750.0,3350.0,350.0,-50.0,1100.0,3300.0,2200.0,0.0,0.6,0.6,0.0
213,Bears,DST,Bears,MIN,3400.0,4700.0,6300.0,3917.0,3150.0,517.0,-250.0,1300.0,2900.0,1600.0,7.0,11.67,11.7,-0.02999999999999936
214,Vikings,DST,Vikings,CHI,3400.0,4000.0,6100.0,3333.0,3050.0,-67.0,-350.0,600.0,2700.0,2100.0,9.66,9.67,9.7,-0.02999999999999936
215,Hayden Hurst,TE,Ravens,CLE,3300.0,4400.0,6400.0,3667.0,3200.0,367.0,-100.0,1100.0,3100.0,2000.0,5.86,5.87,4.9,0.9699999999999998
216,Damien Harris,RB,Patriots,BUF,3300.0,4500.0,6000.0,3750.0,3000.0,450.0,-300.0,1200.0,2700.0,1500.0,0.0,0.0,0.0,0.0
217,T.J. Hockenson,TE,Lions,KC,3300.0,5200.0,6000.0,4333.0,3000.0,1033.0,-300.0,1900.0,2700.0,800.0,10.3,10.3,8.0,2.3000000000000007
218,Isaiah Crowell,RB,Raiders,,3300.0,,6400.0,,3200.0,,-100.0,,3100.0,,0.0,0.0,,
219,Damiere Byrd,WR,Cardinals,SEA,3300.0,4700.0,6400.0,3917.0,3200.0,617.0,-100.0,1400.0,3100.0,1700.0,7.2,7.2,5.2,2.0
220,Seahawks,DST,Seahawks,ARI,3300.0,3700.0,6400.0,3083.0,3200.0,-217.0,-100.0,400.0,3100.0,2700.0,7.5,5.67,5.7,-0.03000000000000025
221,Mike Davis,RB,Bears,MIN,3300.0,4900.0,6400.0,4083.0,3200.0,783.0,-100.0,1600.0,3100.0,1500.0,4.85,3.3,2.3,1.0
222,Chad Beebe,WR,Vikings,CHI,3300.0,4800.0,6400.0,4000.0,3200.0,700.0,-100.0,1500.0,3100.0,1600.0,3.0,3.0,2.7,0.2999999999999998
223,Ryquell Armstead,RB,Jaguars,DEN,3300.0,4500.0,6200.0,3750.0,3100.0,450.0,-200.0,1200.0,2900.0,1700.0,0.23,0.23,0.7,-0.47
224,Tajae Sharpe,WR,Titans,ATL,3200.0,4800.0,6300.0,4000.0,3150.0,800.0,-50.0,1600.0,3100.0,1500.0,4.46,4.47,3.8,0.6699999999999999
225,Ravens,DST,Ravens,CLE,3200.0,4200.0,6800.0,3500.0,3400.0,300.0,200.0,1000.0,3600.0,2600.0,5.66,5.67,5.7,-0.03000000000000025
226,Jordan Wilkins,RB,Colts,OAK,3200.0,4900.0,6300.0,4083.0,3150.0,883.0,-50.0,1700.0,3100.0,1400.0,3.13,3.13,4.4,-1.2700000000000005
227,Deon Cain,WR,Colts,OAK,3200.0,4500.0,6300.0,3750.0,3150.0,550.0,-50.0,1300.0,3100.0,1800.0,2.5,2.5,2.0,0.5
228,Darius Slayton,WR,Giants,WAS,3200.0,4800.0,6300.0,4000.0,3150.0,800.0,-50.0,1600.0,3100.0,1500.0,11.2,11.2,9.7,1.5
229,KeeSean Johnson,WR,Cardinals,SEA,3200.0,4600.0,6300.0,3833.0,3150.0,633.0,-50.0,1400.0,3100.0,1700.0,7.85,6.67,5.2,1.4699999999999998
230,Breshad Perriman,WR,Buccaneers,LAR,3200.0,4600.0,6300.0,3833.0,3150.0,633.0,-50.0,1400.0,3100.0,1700.0,1.96,1.97,1.5,0.47
231,Tyler Higbee,TE,Rams,TB,3200.0,5000.0,6300.0,4167.0,3150.0,967.0,-50.0,1800.0,3100.0,1300.0,8.05,8.05,6.6,1.450000000000001
232,Gerald Everett,TE,Rams,TB,3200.0,4500.0,6300.0,3750.0,3150.0,550.0,-50.0,1300.0,3100.0,1800.0,3.43,3.43,2.4,1.0300000000000002
233,Jakob Johnson,RB,Patriots,BUF,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,0.0,0.0,0.0,0.0
234,Zay Jones,WR,Bills,NE,3100.0,4700.0,6000.0,3917.0,3000.0,817.0,-100.0,1600.0,2900.0,1300.0,3.83,3.83,3.0,0.8300000000000001
235,Robert Foster,WR,Bills,NE,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,0.0,0.0,0.0,0.0
236,Isaiah McKenzie,WR,Bills,NE,3100.0,4500.0,6500.0,3750.0,3250.0,650.0,150.0,1400.0,3400.0,2000.0,5.1,5.1,6.9,-1.8000000000000007
237,Paul Perkins,RB,Lions,KC,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,0.0,0.0,0.0,0.0
238,Marvin Hall,WR,Lions,,3100.0,,6000.0,,3000.0,,-100.0,,2900.0,,0.0,0.0,,
239,Jordan Scarlett,RB,Panthers,HOU,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,0.0,0.0,0.0,0.0
240,Keke Coutee,WR,Texans,CAR,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,1.35,1.35,1.7,-0.34999999999999987
241,DeAndre Carter,WR,Texans,CAR,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,0.3,0.3,0.1,0.19999999999999998
242,Jordan Akins,TE,Texans,CAR,3100.0,5100.0,6000.0,4250.0,3000.0,1150.0,-100.0,2000.0,2900.0,900.0,9.83,9.83,8.8,1.0299999999999994
243,Texans,DST,Texans,CAR,3100.0,4400.0,6400.0,3667.0,3200.0,567.0,100.0,1300.0,3300.0,2000.0,6.66,6.67,6.7,-0.03000000000000025
244,Chester Rogers,WR,Colts,OAK,3100.0,4700.0,6000.0,3917.0,3000.0,817.0,-100.0,1600.0,2900.0,1300.0,1.8,1.8,2.0,-0.19999999999999996
245,Colts,DST,Colts,OAK,3100.0,4200.0,6400.0,3500.0,3200.0,400.0,100.0,1100.0,3300.0,2200.0,4.66,4.67,4.7,-0.03000000000000025
246,Wendell Smallwood,RB,Redskins,NYG,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,1.65,1.1,2.3,-1.1999999999999997
247,Russell Shepard,WR,Giants,WAS,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,1.83,1.83,2.0,-0.16999999999999993
248,Andy Isabella,WR,Cardinals,SEA,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,0.0,0.0,0.0,0.0
249,Josh Reynolds,WR,Rams,TB,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,0.0,0.0,0.0,0.0
250,Adam Shaheen,TE,Bears,MIN,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,3.5,2.9,2.1,0.7999999999999998
251,Devontae Booker,RB,Broncos,JAC,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,0.0,0.0,4.3,-4.3
252,Brian Hill,RB,Falcons,TEN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,3.0,-3.0
253,Kenjon Barner,RB,Falcons,TEN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.46,0.47,0.3,0.16999999999999998
254,Keith Smith,RB,Falcons,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,0.0,0.0,,
255,David Fluellen,RB,Titans,ATL,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.8,-0.8
256,Justin Hardy,WR,Falcons,TEN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,3.23,3.23,2.4,0.8300000000000001
257,Russell Gage,WR,Falcons,TEN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.73,0.73,0.9,-0.17000000000000004
258,Olamide Zaccheaus,WR,Falcons,TEN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
259,Darius Jennings,WR,Titans,ATL,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.7,0.7,0.5,0.19999999999999996
260,D'Ernest Johnson,RB,Browns,BAL,3000.0,4700.0,6000.0,3917.0,3000.0,917.0,0.0,1700.0,3000.0,1300.0,4.53,4.53,5.6,-1.0699999999999994
261,Kareem Hunt,RB,Browns,BAL,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,19.7,-19.7
262,Patrick Ricard,RB,Ravens,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,2.8,2.8,,
263,Taywan Taylor,WR,Browns,BAL,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
264,KhaDarel Hodge,WR,Browns,BAL,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.9,-0.9
265,Miles Boykin,WR,Ravens,CLE,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,3.2,3.2,2.9,0.30000000000000027
266,Seth Roberts,WR,Ravens,CLE,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,2.56,2.57,3.1,-0.5300000000000002
267,Jaleel Scott,WR,Ravens,CLE,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
268,Patrick DiMarco,RB,Bills,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,1.43,1.43,,
269,Brandon Bolden,RB,Patriots,BUF,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,2.3,2.3,1.8,0.4999999999999998
270,James Develin,RB,Patriots,BUF,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.15,0.15,0.3,-0.15
271,Andre Roberts,WR,Bills,NE,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
272,Gunner Olszewski,WR,Patriots,BUF,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,-0.33,-0.33,-0.7,0.36999999999999994
273,Matthew Slater,WR,Patriots,BUF,3000.0,5000.0,6000.0,4167.0,3000.0,1167.0,0.0,2000.0,3000.0,1000.0,0.0,0.0,0.0,0.0
274,N'Keal Harry,WR,Patriots,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,0.0,0.0,,
275,Anthony Sherman,RB,Chiefs,DET,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.83,0.83,2.0,-1.17
276,Ty Johnson,RB,Lions,KC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,2.56,2.57,2.1,0.46999999999999975
277,J.D. McKissic,RB,Lions,KC,3000.0,4600.0,6000.0,3833.0,3000.0,833.0,0.0,1600.0,3000.0,1400.0,3.0,3.0,2.7,0.2999999999999998
278,Nick Bawden,RB,Lions,KC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.0,1.0,1.0,0.0
279,De'Anthony Thomas,WR,Chiefs,DET,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.8,0.8,0.6,0.20000000000000007
280,Byron Pringle,WR,Chiefs,DET,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.56,0.57,1.2,-0.63
281,Travis Fulgham,WR,Lions,KC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
282,Chiefs,DST,Chiefs,DET,3000.0,3500.0,5900.0,2917.0,2950.0,-83.0,-50.0,500.0,2900.0,2400.0,6.0,6.0,6.0,0.0
283,Reggie Bonnafon,RB,Panthers,HOU,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.16,0.17,0.5,-0.32999999999999996
284,Alex Armah,RB,Panthers,HOU,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,2.56,2.57,3.6,-1.0300000000000002
285,Taiwan Jones,RB,Texans,CAR,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
286,Buddy Howell,RB,Texans,CAR,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
287,Cullen Gillaspia,RB,Texans,CAR,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
288,Jarius Wright,WR,Panthers,HOU,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,3.9,3.9,3.1,0.7999999999999998
289,Chris Hogan,WR,Panthers,HOU,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.26,1.27,0.9,0.37
290,Brandon Zylstra,WR,Panthers,HOU,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.6,-0.6
291,Ray-Ray McCloud,WR,Panthers,HOU,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
292,Jonathan Williams,RB,Colts,OAK,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.2,-0.2
293,DeAndre Washington,RB,Raiders,IND,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,2.83,2.83,2.5,0.33000000000000007
294,Alec Ingold,RB,Raiders,IND,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
295,Ryan Grant,WR,Raiders,IND,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,2.7,2.7,1.7,1.0000000000000002
296,Dwayne Harris,WR,Raiders,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,0.85,0.85,,
297,Trevor Davis,WR,Raiders,IND,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.9,1.9,1.6,0.2999999999999998
298,Keelan Doss,WR,Raiders,IND,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
299,Jalin Marshall,WR,Raiders,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,0.0,0.0,,
300,Troymaine Pope,RB,Chargers,MIA,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
301,Derek Watt,RB,Chargers,MIA,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.53,0.53,0.4,0.13
302,Mark Walton,RB,Dolphins,LAC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.9,1.9,1.6,0.2999999999999998
303,Patrick Laird,RB,Dolphins,LAC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
304,Myles Gaskin,RB,Dolphins,LAC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
305,Chandler Cox,RB,Dolphins,LAC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
306,Travis Benjamin,WR,Chargers,MIA,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.9,1.9,1.2,0.7
307,Geremy Davis,WR,Chargers,MIA,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
