Position, Name, Team, Game, Avg FPPG, Salary
"RB","Josh Jacobs","Raiders","KC @ OAK","0.0","$9,200.00"
"WR","Antonio Brown","Raiders","KC @ OAK","22.58","$16,700.00"
"DST","Oakland Raiders","Raiders","KC @ OAK","2.81","$3,900.00"
"WR","Ryan Grant","Raiders","KC @ OAK","5.31","$6,300.00"
"WR","Hunter Renfrow","Raiders","KC @ OAK","0.0","$8,400.00"
"WR","Tyreek Hill","Chiefs","KC @ OAK","22.0","$13,700.00"
"WR","De'Anthony Thomas","Chiefs","KC @ OAK","2.5","$6,800.00"
"TE","Blake Bell","Chiefs","KC @ OAK","1.47","$5,000.00"
"TE","Travis Kelce","Chiefs","KC @ OAK","19.41","$13,400.00"
"RB","Darrel Williams","Chiefs","KC @ OAK","2.68","$6,000.00"
"WR","Mecole Hardman","Chiefs","KC @ OAK","0.0","$10,100.00"
"QB","Patrick Mahomes","Chiefs","KC @ OAK","28.81","$14,300.00"
"TE","Deon Yelder","Chiefs","KC @ OAK","0.0","$5,000.00"
"TE","James Winchester","Chiefs","KC @ OAK","0.0","$5,000.00"
"RB","Anthony Sherman","Chiefs","KC @ OAK","1.48","$6,000.00"
"WR","Demarcus Robinson","Chiefs","KC @ OAK","4.67","$7,700.00"
"WR","Byron Pringle","Chiefs","KC @ OAK","0.0","$6,400.00"
"QB","Matt Moore","Chiefs","KC @ OAK","0.0","$10,000.00"
"RB","LeSean McCoy","Chiefs","KC @ OAK","9.3","$9,900.00"
"RB","Damien Williams","Chiefs","KC @ OAK","6.41","$10,500.00"
"WR","Sammy Watkins","Chiefs","KC @ OAK","12.11","$14,000.00"
"RB","Darwin Thompson","Chiefs","KC @ OAK","0.0","$6,300.00"
"DST","Kansas City Chiefs","Chiefs","KC @ OAK","7.88","$6,500.00"
"RB","Andy Janovich","Broncos","CHI @ DEN","1.6","$6,000.00"
"WR","Tim Patrick","Broncos","CHI @ DEN","3.82","$6,000.00"
"WR","DaeSean Hamilton","Broncos","CHI @ DEN","4.73","$8,100.00"
"WR","Courtland Sutton","Broncos","CHI @ DEN","8.51","$8,300.00"
"WR","Emmanuel Sanders","Broncos","CHI @ DEN","17.26","$9,700.00"
"TE","Jeff Heuerman","Broncos","CHI @ DEN","6.46","$5,100.00"
"RB","Phillip Lindsay","Broncos","CHI @ DEN","15.45","$8,500.00"
"QB","Joe Flacco","Broncos","CHI @ DEN","16.67","$10,200.00"
"WR","Juwann Winfree","Broncos","CHI @ DEN","0.0","$6,000.00"
"WR","Diontae Spencer","Broncos","CHI @ DEN","0.0","$6,000.00"
"RB","Royce Freeman","Broncos","CHI @ DEN","7.3","$7,000.00"
"TE","Noah Fant","Broncos","CHI @ DEN","0.0","$5,900.00"
"QB","Brandon Allen","Broncos","CHI @ DEN","0.0","$10,000.00"
"TE","Andrew Beck","Broncos","CHI @ DEN","0.0","$5,000.00"
"TE","Troy Fumagalli","Broncos","CHI @ DEN","0.0","$5,000.00"
"RB","Devontae Booker","Broncos","CHI @ DEN","5.55","$6,000.00"
"DST","Denver Broncos","Broncos","CHI @ DEN","8.12","$5,900.00"
"TE","Trey Burton","Bears","CHI @ DEN","9.44","$7,000.00"
"TE","Ben Braunecker","Bears","CHI @ DEN","0.48","$5,000.00"
"TE","Patrick Scales","Bears","CHI @ DEN","0.0","$5,000.00"
"TE","Bradley Sowell","Bears","CHI @ DEN","0.42","$5,000.00"
"TE","Adam Shaheen","Bears","CHI @ DEN","2.96","$6,000.00"
"RB","Kerrith Whyte Jr.","Bears","CHI @ DEN","0.0","$6,000.00"
"RB","Mike Davis","Bears","CHI @ DEN","9.32","$6,900.00"
"RB","Tarik Cohen","Bears","CHI @ DEN","15.18","$8,200.00"
"QB","Chase Daniel","Bears","CHI @ DEN","6.54","$10,000.00"
"QB","Mitchell Trubisky","Bears","CHI @ DEN","20.71","$10,400.00"
"DST","Chicago Bears","Bears","CHI @ DEN","11.35","$6,500.00"
"WR","Javon Wims","Bears","CHI @ DEN","1.8","$6,000.00"
"WR","Allen Robinson II","Bears","CHI @ DEN","12.1","$11,400.00"
"WR","Cordarrelle Patterson","Bears","CHI @ DEN","6.5","$6,500.00"
"RB","David Montgomery","Bears","CHI @ DEN","0.0","$9,000.00"
"WR","Anthony Miller","Bears","CHI @ DEN","8.21","$7,600.00"
"WR","Taylor Gabriel","Bears","CHI @ DEN","9.93","$7,400.00"
"WR","Riley Ridley","Bears","CHI @ DEN","0.0","$6,000.00"
"WR","Brandin Cooks","Rams","NO @ LAR","16.13","$11,100.00"
"WR","Josh Reynolds","Rams","NO @ LAR","6.25","$6,300.00"
"WR","Mike Thomas","Rams","NO @ LAR","0.0","$6,000.00"
"WR","JoJo Natson","Rams","NO @ LAR","-0.08","$6,000.00"
"WR","Robert Woods","Rams","NO @ LAR","17.16","$12,100.00"
"TE","Johnny Mundt","Rams","NO @ LAR","0.15","$5,000.00"
"RB","Malcolm Brown","Rams","NO @ LAR","3.28","$9,000.00"
"QB","Blake Bortles","Rams","NO @ LAR","15.4","$10,000.00"
"QB","Jared Goff","Rams","NO @ LAR","21.95","$11,500.00"
"RB","Todd Gurley II","Rams","NO @ LAR","27.93","$12,900.00"
"TE","Gerald Everett","Rams","NO @ LAR","5.41","$5,300.00"
"RB","Darrell Henderson Jr.","Rams","NO @ LAR","0.0","$7,700.00"
"WR","Cooper Kupp","Rams","NO @ LAR","17.26","$11,300.00"
"WR","Nsimba Webster","Rams","NO @ LAR","0.0","$6,000.00"
"TE","Tyler Higbee","Rams","NO @ LAR","4.07","$5,600.00"
"DST","Los Angeles Rams","Rams","NO @ LAR","8.73","$4,900.00"
"RB","Dwayne Washington","Saints","NO @ LAR","1.41","$6,000.00"
"RB","Zach Line","Saints","NO @ LAR","1.4","$6,000.00"
"RB","Alvin Kamara","Saints","NO @ LAR","24.21","$15,400.00"
"QB","Teddy Bridgewater","Saints","NO @ LAR","1.64","$10,000.00"
"QB","Taysom Hill","Saints","NO @ LAR","2.22","$10,000.00"
"WR","Michael Thomas","Saints","NO @ LAR","20.59","$15,100.00"
"WR","Keith Kirkwood","Saints","NO @ LAR","5.73","$6,000.00"
"WR","Deonte Harris","Saints","NO @ LAR","0.0","$6,000.00"
"RB","Latavius Murray","Saints","NO @ LAR","8.43","$7,400.00"
"WR","Ted Ginn Jr.","Saints","NO @ LAR","10.7","$7,800.00"
"TE","Josh Hill","Saints","NO @ LAR","2.53","$5,000.00"
"TE","Jared Cook","Saints","NO @ LAR","12.85","$8,100.00"
"QB","Drew Brees","Saints","NO @ LAR","21.93","$12,000.00"
"WR","Tre'Quan Smith","Saints","NO @ LAR","7.11","$7,900.00"
"WR","Austin Carr","Saints","NO @ LAR","2.19","$6,000.00"
"DST","New Orleans Saints","Saints","NO @ LAR","6.66","$4,400.00"
"QB","Kurt Benkert","Falcons","PHI @ ATL","0.0","$10,000.00"
"WR","Julio Jones","Falcons","PHI @ ATL","22.36","$15,500.00"
"WR","Justin Hardy","Falcons","PHI @ ATL","2.45","$7,500.00"
"RB","Ito Smith","Falcons","PHI @ ATL","6.97","$8,300.00"
"WR","Mohamed Sanu","Falcons","PHI @ ATL","11.65","$9,100.00"
"WR","Christian Blake","Falcons","PHI @ ATL","0.0","$6,000.00"
"WR","Brandon Powell","Falcons","PHI @ ATL","4.55","$6,000.00"
"TE","Austin Hooper","Falcons","PHI @ ATL","10.18","$8,100.00"
"RB","Jeremy Langford","Falcons","PHI @ ATL","2.5","$6,000.00"
"RB","Brian Hill","Falcons","PHI @ ATL","1.96","$6,000.00"
"RB","Ricky Ortiz","Falcons","PHI @ ATL","0.34","$6,000.00"
"RB","Kenjon Barner","Falcons","PHI @ ATL","0.93","$6,000.00"
"RB","Devonta Freeman","Falcons","PHI @ ATL","7.05","$11,800.00"
"QB","Danny Etling","Falcons","PHI @ ATL","0.0","$10,000.00"
"QB","Matt Schaub","Falcons","PHI @ ATL","0.36","$10,000.00"
"QB","Matt Ryan","Falcons","PHI @ ATL","24.43","$11,600.00"
"TE","Alex Gray","Falcons","PHI @ ATL","0.0","$5,000.00"
"WR","C.J. Worton","Falcons","PHI @ ATL","0.0","$6,000.00"
"WR","Devin Gray","Falcons","PHI @ ATL","0.0","$6,000.00"
"WR","Shawn Bane","Falcons","PHI @ ATL","0.0","$6,000.00"
"TE","Carson Meier","Falcons","PHI @ ATL","0.0","$5,000.00"
"TE","Luke Stocker","Falcons","PHI @ ATL","2.71","$5,000.00"
"RB","Keith Smith","Falcons","PHI @ ATL","0.45","$6,000.00"
"QB","Matt Simms","Falcons","PHI @ ATL","0.0","$10,000.00"
"WR","Russell Gage","Falcons","PHI @ ATL","0.82","$6,000.00"
"WR","Calvin Ridley","Falcons","PHI @ ATL","13.17","$11,700.00"
"RB","Qadree Ollison","Falcons","PHI @ ATL","0.0","$6,000.00"
"DST","Atlanta Falcons","Falcons","PHI @ ATL","5.06","$4,300.00"
"TE","Thomas Duarte","Falcons","PHI @ ATL","0.0","$5,000.00"
"WR","Olamide Zaccheaus","Falcons","PHI @ ATL","0.0","$6,000.00"
"TE","Jaeden Graham","Falcons","PHI @ ATL","0.0","$5,000.00"
"TE","Richard Rodgers","Eagles","PHI @ ATL","0.24","$5,000.00"
"QB","Nate Sudfeld","Eagles","PHI @ ATL","2.34","$10,000.00"
"WR","Dorren Miller","Eagles","PHI @ ATL","0.0","$6,000.00"
"WR","Charles Johnson","Eagles","PHI @ ATL","0.0","$6,000.00"
"WR","Alshon Jeffery","Eagles","PHI @ ATL","14.71","$12,400.00"
"TE","Joshua Perkins","Eagles","PHI @ ATL","1.3","$5,000.00"
"TE","Alex Ellis","Eagles","PHI @ ATL","0.0","$5,000.00"
"RB","Boston Scott","Eagles","PHI @ ATL","0.0","$6,000.00"
"RB","Corey Clement","Eagles","PHI @ ATL","7.37","$6,000.00"
"QB","Cody Kessler","Eagles","PHI @ ATL","8.73","$10,000.00"
"QB","Josh McCown","Eagles","PHI @ ATL","6.19","$10,000.00"
"QB","Carson Wentz","Eagles","PHI @ ATL","20.15","$12,900.00"
"TE","Zach Ertz","Eagles","PHI @ ATL","18.45","$11,900.00"
"WR","Greg Ward","Eagles","PHI @ ATL","0.0","$6,000.00"
"RB","Donnel Pumphrey","Eagles","PHI @ ATL","0.0","$6,000.00"
"WR","Marken Michel","Eagles","PHI @ ATL","0.0","$6,000.00"
"WR","Marcus Green","Eagles","PHI @ ATL","0.0","$6,000.00"
"WR","Nelson Agholor","Eagles","PHI @ ATL","10.52","$9,500.00"
"TE","Dallas Goedert","Eagles","PHI @ ATL","5.65","$5,900.00"
"QB","Kyle Lauletta","Eagles","PHI @ ATL","-0.6","$10,000.00"
"RB","Darren Sproles","Eagles","PHI @ ATL","10.16","$9,000.00"
"WR","Devin Ross","Eagles","PHI @ ATL","0.0","$6,000.00"
"WR","DeSean Jackson","Eagles","PHI @ ATL","13.35","$12,000.00"
"RB","Nico Evans","Eagles","PHI @ ATL","0.0","$6,000.00"
"RB","Jordan Howard","Eagles","PHI @ ATL","11.68","$9,600.00"
"WR","Carlton Agudosi","Eagles","PHI @ ATL","0.0","$6,000.00"
"RB","Miles Sanders","Eagles","PHI @ ATL","0.0","$8,300.00"
"DST","Philadelphia Eagles","Eagles","PHI @ ATL","5.77","$5,400.00"
"WR","Mack Hollins","Eagles","PHI @ ATL","0.0","$6,000.00"
"WR","Mike Wallace","Eagles","PHI @ ATL","0.0","$6,000.00"
"RB","Jay Ajayi","Eagles","PHI @ ATL","11.1","$6,000.00"
"TE","Will Tye","Eagles","PHI @ ATL","0.0","$5,000.00"
"WR","DeAndre Thompkins","Eagles","PHI @ ATL","0.0","$6,000.00"
"WR","JJ Arcega-Whiteside","Eagles","PHI @ ATL","0.0","$6,000.00"
