Instructions,,,,,,,,,,,,,,
1) Create a lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,
2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,
3) Any information to the right of the last position column will be ignored in the upload,,,,,,,,,,,,,,
4) Maximum of 250 lineups per upload,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier
38352-60910:Dede Westbrook,38352-60910,WR,Dede,Dede Westbrook,Westbrook,11.69999981,1,5900,JAC@HOU,JAC,HOU,,,
38352-34331:Latavius Murray,38352-34331,RB,Latavius,Latavius Murray,Murray,11.69999981,1,5900,NO@LAR,NO,LAR,,,
38352-55970:Royce Freeman,38352-55970,RB,Royce,Royce Freeman,Freeman,6.599999905,1,5900,CHI@DEN,DEN,CHI,,,
38352-6863:Delanie Walker,38352-6863,TE,Delanie,Delanie Walker,Walker,20,1,5900,IND@TEN,TEN,IND,,,
38352-73273:David Montgomery,38352-73273,RB,David,David Montgomery,Montgomery,5,1,5800,CHI@DEN,CHI,DEN,,,
38352-6779:LeSean McCoy,38352-6779,RB,LeSean,LeSean McCoy,McCoy,9.800000191,1,5800,KC@OAK,KC,OAK,,,
38352-60735:Derrius Guice,38352-60735,RB,Derrius,Derrius Guice,Guice,5.300000191,1,5700,DAL@WAS,WAS,DAL,D,Knee - meniscus,
38352-45439:Corey Davis,38352-45439,WR,Corey,Corey Davis,Davis,0,1,5700,IND@TEN,TEN,IND,,,
38352-22103:Marvin Jones Jr.,38352-22103,WR,Marvin,Marvin Jones Jr.,Jones Jr.,8,1,5700,LAC@DET,DET,LAC,,,
38352-86687:Marquise Brown,38352-86687,WR,Marquise,Marquise Brown,Brown,28.70000076,1,5700,ARI@BAL,BAL,ARI,,,
38352-25272:Eric Ebron,38352-25272,TE,Eric,Eric Ebron,Ebron,1.299999952,1,5700,IND@TEN,IND,TEN,,,
38352-25290:Giovani Bernard,38352-25290,RB,Giovani,Giovani Bernard,Bernard,7.300000191,1,5700,SF@CIN,CIN,SF,,,
38352-70603:Devin Singletary,38352-70603,RB,Devin,Devin Singletary,Singletary,12.30000019,1,5700,BUF@NYG,BUF,NYG,,,
38352-53303:Matt Breida,38352-53303,RB,Matt,Matt Breida,Breida,3.700000048,1,5600,SF@CIN,SF,CIN,,,
