"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"38945-52495","WR","Braxton","Braxton Berrios","Berrios","1.3000000317891438","3","4700","NYJ@PHI","NYJ","PHI","","","","",""
"38945-60712","TE","Foster","Foster Moreau","Moreau","4.700000127156575","3","4700","CHI@OAK","OAK","CHI","","","","",""
"38945-28157","WR","Bennie","Bennie Fowler III","Fowler III","4.474999904632568","4","4700","MIN@NYG","NYG","MIN","","","","",""
"38945-43912","WR","Chad","Chad Beebe","Beebe","2.6666666666666665","3","4700","MIN@NYG","MIN","NYG","IR","Ankle","","",""
"38945-30635","RB","Mike","Mike Davis","Davis","2.300000031789144","3","4700","CHI@OAK","CHI","OAK","","","","",""
"38945-30678","WR","Damiere","Damiere Byrd","Byrd","5.200000127156575","3","4700","ARI@CIN","ARI","CIN","Q","Hamstring","","",""
"38945-26610","WR","Paul","Paul Richardson Jr.","Richardson Jr.","8.975000381469727","4","4700","NE@WAS","WAS","NE","","","","",""
"38945-29734","RB","Ty","Ty Montgomery","Montgomery","2","3","4600","NYJ@PHI","NYJ","PHI","","","","",""
"38945-83091","RB","Trenton","Trenton Cannon","Cannon","0","1","4600","NYJ@PHI","NYJ","PHI","","","","",""
"38945-12548","D","Los Angeles","Los Angeles Chargers","Chargers","6.25","4","4600","DEN@LAC","LAC","DEN","","","","",""
"38945-64907","WR","JJ","JJ Arcega-Whiteside","Arcega-Whiteside","1.2000000476837158","2","4600","NYJ@PHI","PHI","NYJ","","","","",""
"38945-41370","WR","Trevor","Trevor Davis","Davis","5.566666920979817","3","4600","CHI@OAK","OAK","CHI","","","","",""
"38945-34295","WR","Breshad","Breshad Perriman","Perriman","1.100000023841858","4","4600","TB@NO","TB","NO","O","Hamstring","","",""
"38945-33557","TE","Tyler","Tyler Eifert","Eifert","4.900000095367432","4","4600","ARI@CIN","CIN","ARI","","","","",""
"38945-7972","RB","Darren","Darren Sproles","Sproles","3.0250000953674316","4","4600","NYJ@PHI","PHI","NYJ","","","","",""
"38945-57208","WR","KeeSean","KeeSean Johnson","Johnson","4.599999904632568","4","4600","ARI@CIN","ARI","CIN","","","","",""
"38945-45997","WR","Keith","Keith Kirkwood","Kirkwood","5.628571646554129","7","4600","TB@NO","NO","TB","IR","Hamstring","","",""
"38945-54280","WR","Duke","Duke Williams","Williams","0","0","4500","BUF@TEN","BUF","TEN","","","","",""
"38945-92168","WR","Damion","Damion Willis","Willis","2.300000031789144","3","4500","ARI@CIN","CIN","ARI","","","","",""
"38945-30733","WR","Cordarrelle","Cordarrelle Patterson","Patterson","2.325000047683716","4","4500","CHI@OAK","CHI","OAK","","","","",""
"38945-72725","TE","Irv","Irv Smith Jr.","Smith Jr.","2.9666665395100913","3","4500","MIN@NYG","MIN","NYG","","","","",""
"38945-27671","WR","Jake","Jake Kumerow","Kumerow","1.7000000476837158","1","4500","GB@DAL","GB","DAL","","","","",""
"38945-61468","WR","Juwan","Juwan Foggie","Foggie","0","0","4500","BUF@TEN","BUF","TEN","","","","",""
"38945-55336","TE","Chris","Chris Herndon","Herndon","6.692856924874442","14","4500","NYJ@PHI","NYJ","PHI","O","Suspension","","",""
"38945-62508","TE","James","James O'Shaughnessy","O'Shaughnessy","6.775000095367432","4","4500","JAC@CAR","JAC","CAR","","","","",""
"38945-70705","TE","Trevon","Trevon Wesco","Wesco","0","0","4500","NYJ@PHI","NYJ","PHI","","","","",""
"38945-64576","RB","Damien","Damien Harris","Harris","0","0","4500","NE@WAS","NE","WAS","","","","",""
"38945-41042","WR","Marcell","Marcell Ateman","Ateman","4.816666603088379","6","4500","CHI@OAK","OAK","CHI","","","","",""
"38945-79982","RB","Alex","Alex Armah","Armah","3.5999999046325684","2","4500","JAC@CAR","CAR","JAC","","","","",""
"38945-61555","WR","David","David Sills V","Sills V","0","0","4500","MIN@NYG","NYG","MIN","","","","",""
"38945-52345","WR","Brandon","Brandon Powell","Powell","3.133333206176758","6","4500","ATL@HOU","ATL","HOU","","","","",""
"38945-42107","WR","Robert","Robert Foster","Foster","0","2","4500","BUF@TEN","BUF","TEN","Q","Groin","","",""
"38945-79998","WR","Keelan","Keelan Cole","Cole","2.4000000953674316","1","4500","JAC@CAR","JAC","CAR","","","","",""
"38945-104577","WR","Gunner","Gunner Olszewski","Olszewski","-0.6666666666666666","3","4500","NE@WAS","NE","WAS","","","","",""
"38945-83074","TE","Dallas","Dallas Goedert","Goedert","3.7333332697550454","3","4500","NYJ@PHI","PHI","NYJ","","","","",""
"38945-84101","WR","Vyncint","Vyncint Smith","Smith","4.400000095367432","4","4500","NYJ@PHI","NYJ","PHI","","","","",""
"38945-83083","WR","Justin","Justin Watson","Watson","1.7999999523162842","1","4500","TB@NO","TB","NO","","","","",""
"38945-63634","WR","Jakobi","Jakobi Meyers","Meyers","3.75","2","4500","NE@WAS","NE","WAS","","","","",""
"38945-28827","RB","Dare","Dare Ogunbowale","Ogunbowale","3.4000000953674316","4","4500","TB@NO","TB","NO","","","","",""
"38945-84122","RB","Detrez","Detrez Newsome","Newsome","2.6000000635782876","3","4500","DEN@LAC","LAC","DEN","","","","",""
"38945-62628","WR","DeAndre","DeAndre Carter","Carter","0.10000000149011612","4","4500","ATL@HOU","HOU","ATL","","","","",""
"38945-11432","WR","Demaryius","Demaryius Thomas","Thomas","0.4000000059604645","1","4500","NYJ@PHI","NYJ","PHI","Q","Hamstring","","",""
"38945-9392","WR","Michael","Michael Crabtree","Crabtree","2.0999999046325684","2","4500","ARI@CIN","ARI","CIN","","","","",""
"38945-40118","WR","Steven","Steven Mitchell Jr.","Mitchell Jr.","0","0","4500","ATL@HOU","HOU","ATL","","","","",""
"38945-52409","RB","Jakob","Jakob Johnson","Johnson","0","0","4500","NE@WAS","NE","WAS","","","","",""
"38945-61631","WR","Olabisi","Olabisi Johnson","Johnson","5.5","1","4500","MIN@NYG","MIN","NYG","","","","",""
"38945-68800","WR","Jaleel","Jaleel Scott","Scott","0","0","4500","BAL@PIT","BAL","PIT","","","","",""
"38945-41155","RB","Taquan","Taquan Mizzell Sr.","Mizzell Sr.","2.424999952316284","8","4500","TB@NO","NO","TB","","","","",""
"38945-83140","RB","Christopher","Christopher Ezeala","Ezeala","0","0","4500","BAL@PIT","BAL","PIT","","","","",""
"38945-54472","WR","Cam","Cam Sims","Sims","0","0","4500","NE@WAS","WAS","NE","","","","",""
"38945-70868","RB","Damarea","Damarea Crockett","Crockett","0","0","4500","CHI@OAK","OAK","CHI","","","","",""
"38945-28890","RB","Derek","Derek Watt","Watt","0.925000011920929","4","4500","DEN@LAC","LAC","DEN","","","","",""
"38945-55514","RB","Buddy","Buddy Howell","Howell","0","1","4500","ATL@HOU","HOU","ATL","","","","",""
"38945-11485","WR","Golden","Golden Tate","Tate","9.726666259765626","15","4500","MIN@NYG","NYG","MIN","","","","",""
"38945-52451","RB","Samaje","Samaje Perine","Perine","1.2999999523162842","4","4500","ARI@CIN","CIN","ARI","","","","",""
"38945-63717","RB","Alec","Alec Ingold","Ingold","0.10000000149011612","1","4500","CHI@OAK","OAK","CHI","","","","",""
"38945-69860","RB","Trayveon","Trayveon Williams","Williams","0","0","4500","ARI@CIN","CIN","ARI","","","","",""
"38945-64744","RB","Josh","Josh Adams","Adams","6.533333460489909","12","4500","NYJ@PHI","NYJ","PHI","","","","",""
"38945-70889","RB","Benny","Benny Snell Jr.","Snell Jr.","1","3","4500","BAL@PIT","PIT","BAL","","","","",""
"38945-28907","WR","Alex","Alex Erickson","Erickson","1.625","4","4500","ARI@CIN","CIN","ARI","","","","",""
"38945-11504","WR","Andre","Andre Roberts","Roberts","0.550000011920929","2","4500","BUF@TEN","BUF","TEN","","","","",""
"38945-45299","RB","David","David Fluellen","Fluellen","0.800000011920929","2","4500","BUF@TEN","TEN","BUF","IR","Knee","","",""
"38945-48371","WR","Robert","Robert Davis","Davis","1.600000023841858","1","4500","NE@WAS","WAS","NE","","","","",""
"38945-12540","D","Minnesota","Minnesota Vikings","Vikings","7.75","4","4500","MIN@NYG","MIN","NYG","","","","",""
"38945-62718","TE","Daniel","Daniel Brown","Brown","0","1","4500","NYJ@PHI","NYJ","PHI","Q","Ankle","","",""
"38945-56580","WR","Christian","Christian Blake","Blake","0","0","4500","ATL@HOU","ATL","HOU","","","","",""
"38945-41221","WR","Andre","Andre Patton","Patton","3.200000047683716","1","4500","DEN@LAC","LAC","DEN","","","","",""
"38945-12554","D","Jacksonville","Jacksonville Jaguars","Jaguars","5.25","4","4500","JAC@CAR","JAC","CAR","","","","",""
"38945-12555","D","Baltimore","Baltimore Ravens","Ravens","4","4","4500","BAL@PIT","BAL","PIT","","","","",""
"38945-64786","RB","Ryquell","Ryquell Armstead","Armstead","6.050000190734863","2","4500","JAC@CAR","JAC","CAR","","","","",""
"38945-83221","RB","De'Lance","De'Lance Turner","Turner","1.5499999523162842","2","4500","BAL@PIT","BAL","PIT","","","","",""
"38945-33047","WR","Chris","Chris Moore","Moore","0","1","4500","BAL@PIT","BAL","PIT","","","","",""
"38945-60705","WR","Tyron","Tyron Johnson","Johnson","0","0","4500","JAC@CAR","CAR","JAC","","","","",""
"38945-31015","WR","DeAndrew","DeAndrew White","White","0","0","4500","JAC@CAR","CAR","JAC","","","","",""
"38945-56623","WR","Papi","Papi White","White","0","0","4500","BUF@TEN","TEN","BUF","","","","",""
"38945-55609","TE","Ryan","Ryan Izzo","Izzo","2.700000047683716","2","4500","NE@WAS","NE","WAS","","","","",""
"38945-64835","RB","Dexter","Dexter Williams","Williams","0","0","4500","GB@DAL","GB","DAL","","","","",""
"38945-56649","WR","Sean","Sean Modster","Modster","0","0","4500","BAL@PIT","BAL","PIT","","","","",""
"38945-34125","WR","Geremy","Geremy Davis","Davis","3.5","1","4500","DEN@LAC","LAC","DEN","","","","",""
"38945-41305","WR","Zay","Zay Jones","Jones","2.5999999046325684","4","4500","BUF@TEN","BUF","TEN","","","","",""
"38945-14704","WR","Chris","Chris Hogan","Hogan","0.9750000238418579","4","4500","JAC@CAR","CAR","JAC","IR","Knee","","",""
"38945-33137","WR","Justin","Justin Hardy","Hardy","2.3999999364217124","3","4500","ATL@HOU","ATL","HOU","","","","",""
"38945-71031","WR","Lil'Jordan","Lil'Jordan Humphrey","Humphrey","0","1","4500","TB@NO","NO","TB","","","","",""
"38945-63869","WR","Parker","Parker Baldwin","Baldwin","0","0","4500","ATL@HOU","ATL","HOU","","","","",""
"38945-71039","WR","Kelvin","Kelvin Harmon","Harmon","3.25","2","4500","NE@WAS","WAS","NE","","","","",""
"38945-53639","WR","Isaiah","Isaiah McKenzie","McKenzie","6.900000095367432","2","4500","BUF@TEN","BUF","TEN","","","","",""
"38945-80281","WR","C.J.","C.J. Board","Board","0","0","4500","JAC@CAR","JAC","CAR","","","","",""
"38945-41371","RB","Khalfani","Khalfani Muhammad","Muhammad","0","0","4500","DEN@LAC","DEN","LAC","","","","",""
"38945-38301","TE","Darren","Darren Fells","Fells","4.125","4","4500","ATL@HOU","HOU","ATL","","","","",""
"38945-28065","WR","Jehu","Jehu Chesson","Chesson","0.20000000298023224","4","4500","NE@WAS","WAS","NE","","","","",""
"38945-43433","RB","Boston","Boston Scott","Scott","0","1","4500","NYJ@PHI","PHI","NYJ","","","","",""
"38945-32185","RB","Zach","Zach Line","Line","0.26666667064030963","3","4500","TB@NO","NO","TB","","","","",""
"38945-31169","TE","Jeremy","Jeremy Sprinkle","Sprinkle","2.075000047683716","4","4500","NE@WAS","WAS","NE","","","","",""
"38945-72133","WR","Antoine","Antoine Wesley","Wesley","0","0","4500","BAL@PIT","BAL","PIT","","","","",""
"38945-54741","WR","Seth","Seth Roberts","Roberts","3.933333396911621","3","4500","BAL@PIT","BAL","PIT","","","","",""
"38945-103901","WR","Davion","Davion Davis","Davis","0","0","4500","MIN@NYG","MIN","NYG","","","","",""
"38945-56809","WR","Allen","Allen Lazard","Lazard","1.2000000476837158","1","4500","GB@DAL","GB","DAL","","","","",""
"38945-40434","WR","Greg","Greg Ward","Ward","0","0","4500","NYJ@PHI","PHI","NYJ","","","","",""
"38945-29183","RB","D.J.","D.J. Foster","Foster","0","0","4500","ARI@CIN","ARI","CIN","","","","",""
"38945-23046","RB","Jamize","Jamize Olawale","Olawale","0","1","4500","GB@DAL","DAL","GB","","","","",""
"38945-62994","WR","Steven","Steven Sims Jr.","Sims Jr.","1.4500000476837158","4","4500","NE@WAS","WAS","NE","","","","",""
"38945-22035","WR","Travis","Travis Benjamin","Benjamin","1.2333333492279053","3","4500","DEN@LAC","LAC","DEN","Q","Hip","","",""
"38945-54817","WR","Diontae","Diontae Spencer","Spencer","0.4333333174387614","3","4500","DEN@LAC","DEN","LAC","","","","",""
"38945-22054","WR","Jarius","Jarius Wright","Wright","4.400000095367432","4","4500","JAC@CAR","CAR","JAC","","","","",""
"38945-52776","WR","Marcus","Marcus Green","Green","0","0","4500","NYJ@PHI","PHI","NYJ","","","","",""
"38945-103992","WR","Emmanuel","Emmanuel Butler","Butler","0","0","4500","TB@NO","NO","TB","","","","",""
"38945-103996","WR","Reggie","Reggie White Jr.","White Jr.","0","0","4500","MIN@NYG","NYG","MIN","","","","",""
"38945-103998","WR","Thomas","Thomas Ives","Ives","0","0","4500","CHI@OAK","CHI","OAK","","","","",""
"38945-64065","WR","Emanuel","Emanuel Hall","Hall","0","0","4500","TB@NO","TB","NO","","","","",""
"38945-69184","WR","Dillon","Dillon Mitchell","Mitchell","0","0","4500","MIN@NYG","MIN","NYG","","","","",""
"38945-12872","RB","James","James Develin","Develin","0.30000001192092896","1","4500","NE@WAS","NE","WAS","IR","Neck","","",""
"38945-32331","RB","Tra","Tra Carson","Carson","0","0","4500","GB@DAL","GB","DAL","","","","",""
"38945-30298","TE","Jordan","Jordan Reed","Reed","7.138461773212139","13","4500","NE@WAS","WAS","NE","O","Concussion","","",""
"38945-27229","RB","Ameer","Ameer Abdullah","Abdullah","0.8500000238418579","4","4500","MIN@NYG","MIN","NYG","","","","",""
"38945-22113","RB","Alfred","Alfred Morris","Morris","5.827272588556463","11","4500","GB@DAL","DAL","GB","","","","",""
"38945-31329","WR","Russell","Russell Shepard","Shepard","2","2","4500","MIN@NYG","NYG","MIN","IR","Foot","","",""
"38945-54885","WR","Artavis","Artavis Scott","Scott","0","0","4500","DEN@LAC","LAC","DEN","","","","",""
"38945-62055","WR","Ray-Ray","Ray-Ray McCloud","McCloud","0","4","4500","JAC@CAR","CAR","JAC","","","","",""
"38945-38509","RB","Wendell","Wendell Smallwood","Smallwood","2.0999999046325684","2","4500","NE@WAS","WAS","NE","","","","",""
"38945-56946","WR","Ventell","Ventell Bryant","Bryant","0","0","4500","GB@DAL","DAL","GB","","","","",""
"38945-33403","WR","Tevin","Tevin Jones","Jones","0","0","4500","BAL@PIT","PIT","BAL","","","","",""
"38945-38523","TE","Geoff","Geoff Swaim","Swaim","2.7750000953674316","4","4500","JAC@CAR","JAC","CAR","","","","",""
"38945-61060","RB","Devine","Devine Ozigbo","Ozigbo","0","0","4500","JAC@CAR","JAC","CAR","","","","",""
"38945-27273","RB","Andy","Andy Janovich","Janovich","2.4111111958821616","9","4500","DEN@LAC","DEN","LAC","","","","",""
"38945-61072","WR","Stanley","Stanley Morgan","Morgan","0","0","4500","ARI@CIN","CIN","ARI","","","","",""
"38945-53913","WR","Cody","Cody Hollister","Hollister","0","0","4500","BUF@TEN","TEN","BUF","","","","",""
"38945-39580","RB","Devontae","Devontae Booker","Booker","0","1","4500","DEN@LAC","DEN","LAC","","","","",""
"38945-55964","RB","Tony","Tony Brooks-James","Brooks-James","0","0","4500","TB@NO","TB","NO","","","","",""
"38945-40612","WR","Bobo","Bobo Wilson","Wilson","0.4749999940395355","4","4500","TB@NO","TB","NO","","","","",""
"38945-55976","WR","Ajene","Ajene Harris","Harris","0","0","4500","NYJ@PHI","PHI","NYJ","","","","",""
"38945-29357","RB","Kenjon","Kenjon Barner","Barner","0.29999999205271405","3","4500","ATL@HOU","ATL","HOU","O","Knee","","",""
"38945-31406","RB","Alfred","Alfred Blue","Blue","5.456250190734863","16","4500","JAC@CAR","JAC","CAR","IR","Ankle","","",""
"38945-64175","WR","Hakeem","Hakeem Butler","Butler","0","0","4500","ARI@CIN","ARI","CIN","IR","Hand","","",""
"38945-96942","WR","Keelan","Keelan Doss","Doss","1.899999976158142","1","4500","CHI@OAK","OAK","CHI","","","","",""
"38945-7856","WR","Matthew","Matthew Slater","Slater","0","0","4500","NE@WAS","NE","WAS","","","","",""
"38945-69299","RB","Mark","Mark Thompson","Thompson","0","0","4500","BAL@PIT","BAL","PIT","","","","",""
"38945-52916","WR","Russell","Russell Gage","Gage","0.8500000238418579","2","4500","ATL@HOU","ATL","HOU","","","","",""
"38945-58041","RB","Mike","Mike Boone","Boone","2.799999952316284","1","4500","MIN@NYG","MIN","NYG","","","","",""
"38945-71355","RB","Elijah","Elijah Holyfield","Holyfield","0","0","4500","JAC@CAR","CAR","JAC","","","","",""
"38945-104124","WR","Darrius","Darrius Shepherd","Shepherd","0","1","4500","GB@DAL","GB","DAL","","","","",""
"38945-71359","WR","Javon","Javon Wims","Wims","2.9666665395100913","3","4500","CHI@OAK","CHI","OAK","","","","",""
"38945-69325","WR","Riley","Riley Ridley","Ridley","0","0","4500","CHI@OAK","CHI","OAK","","","","",""
"38945-64215","RB","Karan","Karan Higdon Jr.","Higdon Jr.","0","0","4500","ATL@HOU","HOU","ATL","","","","",""
"38945-38624","RB","T.J.","T.J. Logan","Logan","0","2","4500","TB@NO","TB","NO","","","","",""
"38945-57064","RB","Ryan","Ryan Nall","Nall","0","0","4500","CHI@OAK","CHI","OAK","","","","",""
"38945-56041","RB","Khari","Khari Blasingame","Blasingame","0","0","4500","MIN@NYG","MIN","NYG","","","","",""
"38945-38634","WR","Ryan","Ryan Switzer","Switzer","2.133333365122477","3","4500","BAL@PIT","PIT","BAL","","","","",""
"38945-104176","WR","Deonte","Deonte Harris","Harris","1.2000000476837158","4","4500","TB@NO","NO","TB","","","","",""
"38945-64242","WR","Keke","Keke Coutee","Coutee","2.1500000953674316","2","4500","ATL@HOU","HOU","ATL","","","","",""
"38945-54010","RB","Brian","Brian Hill","Hill","3.0200000762939454","5","4500","ATL@HOU","ATL","HOU","","","","",""
"38945-56059","WR","Trent","Trent Sherfield","Sherfield","1","2","4500","ARI@CIN","ARI","CIN","","","","",""
"38945-57091","WR","Tim","Tim Patrick","Patrick","4.8700000762939455","10","4500","DEN@LAC","DEN","LAC","IR","Hand","","",""
"38945-26384","RB","Trey","Trey Edmunds","Edmunds","0","0","4500","BAL@PIT","PIT","BAL","","","","",""
"38945-33552","WR","TJ","TJ Jones","Jones","3.7666667302449546","3","4500","MIN@NYG","NYG","MIN","","","","",""
"38945-28437","RB","Danny","Danny Vitale","Vitale","3","2","4500","GB@DAL","GB","DAL","","","","",""
"38945-70422","WR","Kalif","Kalif Raymond","Raymond","0","0","4500","BUF@TEN","TEN","BUF","","","","",""
"38945-56099","RB","Cullen","Cullen Gillaspia","Gillaspia","0","0","4500","ATL@HOU","HOU","ATL","","","","",""
"38945-31524","WR","Cody","Cody Core","Core","4.300000190734863","1","4500","MIN@NYG","NYG","MIN","","","","",""
"38945-82731","WR","Brandon","Brandon Zylstra","Zylstra","0.5599999904632569","5","4500","JAC@CAR","CAR","JAC","","","","",""
"38945-28463","WR","Austin","Austin Carr","Carr","2.9111111958821616","9","4500","TB@NO","NO","TB","","","","",""
"38945-65331","RB","Sutton","Sutton Smith","Smith","0","0","4500","BAL@PIT","PIT","BAL","","","","",""
"38945-40758","RB","Corey","Corey Clement","Clement","-2","1","4500","NYJ@PHI","PHI","NYJ","","","","",""
"38945-22336","WR","Josh","Josh Bellamy","Bellamy","1.5","2","4500","NYJ@PHI","NYJ","PHI","Q","Shoulder","","",""
"38945-28487","TE","Jeff","Jeff Heuerman","Heuerman","3.549999952316284","2","4500","DEN@LAC","DEN","LAC","","","","",""
"38945-56142","WR","Juwann","Juwann Winfree","Winfree","0","0","4500","DEN@LAC","DEN","LAC","","","","",""
"38945-61273","WR","Scotty","Scotty Miller","Miller","0","1","4500","TB@NO","TB","NO","","","","",""
"38945-26458","WR","Tavon","Tavon Austin","Austin","1.2999999523162842","2","4500","GB@DAL","DAL","GB","","","","",""
"38945-56155","RB","Jordan","Jordan Ellis","Ellis","0","0","4500","ARI@CIN","CIN","ARI","","","","",""
"38945-104282","RB","Wes","Wes Hills","Hills","0","0","4500","ARI@CIN","ARI","CIN","","","","",""
"38945-44893","RB","Roosevelt","Roosevelt Nix","Nix","0.8857142584664481","7","4500","BAL@PIT","PIT","BAL","O","Knee","","",""
"38945-64350","WR","Jeff","Jeff Smith","Smith","0","0","4500","NYJ@PHI","NYJ","PHI","","","","",""
"38945-71521","RB","Justice","Justice Hill","Hill","1.850000023841858","4","4500","BAL@PIT","BAL","PIT","","","","",""
"38945-104289","WR","Malik","Malik Taylor","Taylor","0","0","4500","GB@DAL","GB","DAL","","","","",""
"38945-63330","RB","Mike","Mike Weber","Weber","0","0","4500","GB@DAL","DAL","GB","","","","",""
"38945-70501","RB","C.J.","C.J. Ham","Ham","0.75","4","4500","MIN@NYG","MIN","NYG","","","","",""
"38945-32613","RB","DeAndre","DeAndre Washington","Washington","2.7750000953674316","4","4500","CHI@OAK","OAK","CHI","","","","",""
"38945-64357","WR","Michael","Michael Walker","Walker","0","0","4500","JAC@CAR","JAC","CAR","","","","",""
"38945-104297","WR","Jason","Jason Moore","Moore","0","0","4500","DEN@LAC","LAC","DEN","","","","",""
"38945-31602","WR","Fred","Fred Brown","Brown","0","1","4500","DEN@LAC","DEN","LAC","","","","",""
"38945-41857","RB","Dalyn","Dalyn Dawkins","Dawkins","0","0","4500","BUF@TEN","TEN","BUF","","","","",""
"38945-27527","TE","Blake","Blake Jarwin","Jarwin","5.324999809265137","4","4500","GB@DAL","DAL","GB","","","","",""
"38945-56203","RB","Jon","Jon Hilliman","Hilliman","1.2999999523162842","1","4500","MIN@NYG","NYG","MIN","","","","",""
"38945-64401","RB","Saquon","Saquon Barkley","Barkley","14.199999491373697","3","4500","MIN@NYG","NYG","MIN","O","Ankle","","",""
"38945-63383","RB","Jordan","Jordan Scarlett","Scarlett","0","0","4500","JAC@CAR","CAR","JAC","","","","",""
"38945-29593","WR","Marqise","Marqise Lee","Lee","1","1","4500","JAC@CAR","JAC","CAR","","","","",""
"38945-63387","WR","Jayson","Jayson Stanley","Stanley","0","0","4500","ATL@HOU","ATL","HOU","","","","",""
"38945-14237","TE","Kyle","Kyle Rudolph","Rudolph","1.4249999523162842","4","4500","MIN@NYG","MIN","NYG","","","","",""
"38945-33703","WR","Ryan","Ryan Grant","Grant","1.7000000476837158","2","4500","CHI@OAK","OAK","CHI","","","","",""
"38945-25513","WR","Darius","Darius Jennings","Jennings","0.675000011920929","4","4500","BUF@TEN","TEN","BUF","","","","",""
"38945-34729","RB","Dwayne","Dwayne Washington","Washington","3.8499999046325684","4","4500","TB@NO","NO","TB","","","","",""
"38945-69558","WR","Greg","Greg Dortch","Dortch","0","0","4500","NYJ@PHI","NYJ","PHI","","","","",""
"38945-55224","RB","Reggie","Reggie Bonnafon","Bonnafon","0.5","1","4500","JAC@CAR","CAR","JAC","","","","",""
"38945-43961","RB","Tyler","Tyler Ervin","Ervin","0","2","4500","JAC@CAR","JAC","CAR","","","","",""
"38945-103352","RB","Christian","Christian Wade","Wade","0","0","4500","BUF@TEN","BUF","TEN","","","","",""
"38945-63419","WR","Andy","Andy Isabella","Isabella","0.16666666666666666","3","4500","ARI@CIN","ARI","CIN","","","","",""
"38945-41922","WR","Johnny","Johnny Holton","Holton","0.29999999205271405","3","4500","BAL@PIT","PIT","BAL","","","","",""
"38945-61379","RB","Kerrith","Kerrith Whyte Jr.","Whyte Jr.","0","0","4500","CHI@OAK","CHI","OAK","","","","",""
"38945-103366","RB","Valentine","Valentine Holmes","Holmes","0","0","4500","NYJ@PHI","NYJ","PHI","","","","",""
"38945-69581","WR","Cedrick","Cedrick Wilson","Wilson","0","2","4500","GB@DAL","DAL","GB","","","","",""
"38945-40932","WR","Pharoh","Pharoh Cooper","Cooper","0","7","4500","ARI@CIN","ARI","CIN","","","","",""
"38945-104424","RB","Craig","Craig Reynolds","Reynolds","0","0","4500","NE@WAS","WAS","NE","","","","",""
"38945-14319","RB","Taiwan","Taiwan Jones","Jones","0","4","4500","ATL@HOU","HOU","ATL","","","","",""
"38945-14320","RB","Bilal","Bilal Powell","Powell","7.828571319580078","7","4500","NYJ@PHI","NYJ","PHI","","","","",""
"38945-64496","WR","Olamide","Olamide Zaccheaus","Zaccheaus","0","0","4500","ATL@HOU","ATL","HOU","","","","",""
"38945-12553","D","Carolina","Carolina Panthers","Panthers","9.25","4","4400","JAC@CAR","CAR","JAC","","","","",""
"38945-64031","TE","Hayden","Hayden Hurst","Hurst","4.875","4","4400","BAL@PIT","BAL","PIT","","","","",""
"38945-79967","TE","Adam","Adam Shaheen","Shaheen","2.125","4","4300","CHI@OAK","CHI","OAK","","","","",""
"38945-12526","D","Buffalo","Buffalo Bills","Bills","8.25","4","4300","BUF@TEN","BUF","TEN","","","","",""
"38945-12556","D","Houston","Houston Texans","Texans","7.5","4","4300","ATL@HOU","HOU","ATL","","","","",""
"38945-14362","TE","Charles","Charles Clay","Clay","1.0750000476837158","4","4200","ARI@CIN","ARI","CIN","","","","",""
"38945-12537","D","Oakland","Oakland Raiders","Raiders","4","4","4100","CHI@OAK","OAK","CHI","","","","",""
"38945-14348","TE","Lee","Lee Smith","Smith","0.6499999761581421","2","4000","BUF@TEN","BUF","TEN","","","","",""
"38945-27672","TE","Matt","Matt LaCosse","LaCosse","4.300000190734863","1","4000","NE@WAS","NE","WAS","","","","",""
"38945-60451","TE","Tyler","Tyler Conklin","Conklin","2.549999952316284","4","4000","MIN@NYG","MIN","NYG","","","","",""
"38945-62505","TE","MyCole","MyCole Pruitt","Pruitt","0","1","4000","BUF@TEN","TEN","BUF","","","","",""
"38945-14394","TE","Virgil","Virgil Green","Green","1.149999976158142","2","4000","DEN@LAC","LAC","DEN","Q","Groin","","",""
"38945-30787","TE","Alex","Alex Ellis","Ellis","0","0","4000","NYJ@PHI","PHI","NYJ","","","","",""
"38945-71767","TE","Caleb","Caleb Wilson","Wilson","0","0","4000","ARI@CIN","ARI","CIN","","","","",""
"38945-79980","TE","Eric","Eric Saubert","Saubert","1.4600000381469727","5","4000","CHI@OAK","OAK","CHI","","","","",""
"38945-71806","TE","Kaden","Kaden Smith","Smith","0","0","4000","MIN@NYG","NYG","MIN","","","","",""
"38945-58499","TE","Parker","Parker Hesse","Hesse","0","0","4000","BUF@TEN","TEN","BUF","","","","",""
"38945-80011","TE","Antony","Antony Auclair","Auclair","0","1","4000","TB@NO","TB","NO","","","","",""
"38945-54426","TE","Andrew","Andrew Beck","Beck","0","1","4000","DEN@LAC","DEN","LAC","","","","",""
"38945-83117","TE","Tanner","Tanner Hudson","Hudson","0","0","4000","TB@NO","TB","NO","","","","",""
"38945-32957","TE","Eric","Eric Tomlinson","Tomlinson","1.399999976158142","8","4000","MIN@NYG","NYG","MIN","","","","",""
"38945-57556","TE","Jerome","Jerome Cunningham","Cunningham","0","1","4000","NE@WAS","WAS","NE","","","","",""
"38945-12531","D","Denver","Denver Broncos","Broncos","1.5","4","4000","DEN@LAC","DEN","LAC","","","","",""
"38945-12542","D","New Orleans","New Orleans Saints","Saints","9.25","4","4000","TB@NO","NO","TB","","","","",""
"38945-83202","TE","Christian","Christian Scotland-Williamson","Scotland-Williamson","0","0","4000","BAL@PIT","PIT","BAL","","","","",""
